STATION,DATE,STATE,COUNTY,ACMH,ACSH,AWND,DAEV,DAPR,DAWM,EVAP,FMTM,MDEV,MDPR,MDWM,MNPN,MXPN,PGTM,PRCP,PSUN,SN02,SNOW,SNWD,SX02,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDMV,WESD,WSF1,WSF2,WSF5,WSFG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT16
USC00087020,3/21/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,73,0,0,85,,83,63,73,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,3/22/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.93,,68,0,0,79,,81,58,66,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,3/23/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.01,,68,0,0,85,,82,58,65,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,3/24/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,68,0,0,82,,84,65,71,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,3/25/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.21,,71,0,0,81,,84,68,75,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,3/26/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,73,0,0,84,,82,67,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,3/27/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.19,,73,0,0,84,,85,67,72,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,3/28/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.03,,73,0,0,84,,86,64,72,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,3/29/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,72,0,0,84,,88,63,72,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,3/30/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,73,0,0,87,,88,64,73,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,3/31/1997,Florida,Miami Dade,,,,,,,,,,,,,,,1.38,,75,0,0,92,,88,64,72,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/1/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.03,,68,0,0,82,,85,57,64,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/2/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,68,0,0,81,,80,58,65,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/3/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,69,0,0,82,,77,58,69,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/4/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,69,0,0,85,,79,59,73,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/5/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,71,0,0,85,,79,67,75,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/6/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,72,0,0,86,,81,65,69,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/7/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,76,0,0,83,,83,67,71,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/8/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,76,0,0,90,,82,65,69,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/9/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,76,0,0,91,,83,66,68,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/10/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.23,,77,0,0,88,,84,66,67,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/11/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.33,,73,0,0,78,,73,67,71,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/12/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.32,,73,0,0,77,,80,71,73,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/13/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.13,,74,0,0,80,,83,66,71,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/14/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.07,,73,0,0,83,,88,69,72,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/15/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.16,,74,0,0,80,,84,70,72,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/16/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.03,,74,0,0,80,,83,71,72,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/17/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.2,,74,0,0,80,,80,69,69,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/18/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,70,0,0,85,,85,59,60,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/19/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,65,0,0,79,,78,47,51,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/20/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,65,0,0,83,,80,50,58,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/21/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,69,0,0,84,,83,56,63,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/22/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.06,,72,0,0,84,,84,64,71,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/23/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,75,0,0,87,,90,67,75,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/24/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,76,0,0,85,,90,63,65,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/25/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,76,0,0,86,,80,66,75,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/26/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,78,0,0,84,,84,75,78,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/27/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.34,,77,0,0,80,,82,69,78,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/28/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.03,,77,0,0,83,,86,76,79,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/29/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.54,,76,0,0,84,,88,71,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,4/30/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,74,0,0,84,,86,62,67,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/1/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,73,0,0,85,,84,67,72,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/2/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.08,,77,0,0,84,,86,71,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/3/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,76,0,0,90,,88,74,80,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/4/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,79,0,0,89,,90,69,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/5/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.23,,77,0,0,88,,90,67,71,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/6/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,75,0,0,85,,81,61,66,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/7/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,75,0,0,86,,82,63,69,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/8/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,75,0,0,88,,83,64,70,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/9/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,76,0,0,89,,83,63,69,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/10/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,78,0,0,89,,87,65,72,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/11/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,79,0,0,88,,89,66,71,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/12/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,79,0,0,85,,86,71,77,,,,,,,,,,,,,,1,,,,,,,,1,,,
USC00087020,5/13/1997,Florida,Miami Dade,,,,,,,,,,,,,,,2.07,,76,0,0,83,,87,71,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/14/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,75,0,0,82,,87,66,70,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/15/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,75,0,0,85,,87,66,72,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/16/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,76,0,0,86,,89,68,73,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/17/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,78,0,0,84,,86,71,75,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/18/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.13,,72,0,0,81,,81,72,75,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/19/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,78,0,0,86,,87,74,80,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/20/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,79,0,0,85,,89,72,78,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/21/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,79,0,0,87,,90,72,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/22/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,81,0,0,87,,92,72,77,,,,,,,,,,,,,,1,,,,,,,,,,,
USC00087020,5/23/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.26,,80,0,0,89,,93,73,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/24/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,78,0,0,84,,87,75,78,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/25/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,78,0,0,88,,86,71,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/26/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,79,0,0,90,,87,69,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/27/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.34,,78,0,0,87,,89,68,73,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/28/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.94,,78,0,0,88,,89,68,73,,,,,,,,,,,,,,1,,,,,,,,,,,
USC00087020,5/29/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.65,,77,0,0,85,,91,70,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/30/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.02,,77,0,0,82,,84,69,72,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,5/31/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,76,0,0,87,,86,69,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/1/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,79,0,0,87,,93,69,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/2/1997,Florida,Miami Dade,,,,,,,,,,,,,,,2.83,,76,0,0,85,,86,69,69,,,,,,,,,,,,,,1,,,,,,,,,,,
USC00087020,6/3/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.19,,75,0,0,84,,89,69,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/4/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.53,,79,0,0,85,,89,71,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/5/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,80,0,0,86,,89,73,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/6/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.02,,78,0,0,86,,88,66,73,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/7/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,78,0,0,85,,89,67,73,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/8/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,78,0,0,87,,91,73,75,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/9/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.13,,80,0,0,85,,86,72,77,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/10/1997,Florida,Miami Dade,,,,,,,,,,,,,,,8.95,,74,0,0,86,,77,71,73,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/11/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.8,,75,0,0,80,,84,72,77,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/12/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,77,0,0,85,,91,74,78,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/13/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.06,,79,0,0,83,,89,74,80,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/14/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,79,0,0,86,,92,74,79,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/15/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.84,,80,0,0,87,,92,72,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/16/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.07,,79,0,0,83,,89,74,80,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/17/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,80,0,0,87,,93,73,80,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/18/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,82,0,0,87,,94,75,81,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/19/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,81,0,0,88,,92,71,73,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/20/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.21,,81,0,0,88,,92,70,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/21/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,81,0,0,89,,91,73,78,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/22/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,81,0,0,91,,91,74,77,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/23/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.63,,80,0,0,84,,81,71,75,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/24/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.02,,80,0,0,89,,89,73,75,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/25/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.06,,81,0,0,92,,89,73,78,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/26/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,82,0,0,92,,90,75,78,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/27/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,83,0,0,93,,90,74,79,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/28/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,83,0,0,95,,91,73,79,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/29/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,84,0,0,97,,91,72,79,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,6/30/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,84,0,0,98,,92,73,79,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/1/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,86,0,0,95,,91,73,79,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/2/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,86,0,0,97,,95,74,79,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/3/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.14,,83,0,0,92,,92,74,78,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/4/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.09,,82,0,0,88,,90,73,78,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/5/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.62,,80,0,0,87,,91,73,79,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/6/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,80,0,0,91,,92,73,77,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/7/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.01,,81,0,0,91,,91,71,79,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/8/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,83,0,0,94,,92,74,80,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/9/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,84,0,0,97,,93,75,79,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/10/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,85,0,0,94,,92,76,78,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/11/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.59,,82,0,0,88,,92,73,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/12/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.03,,81,0,0,90,,91,73,78,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/13/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.05,,80,0,0,90,,91,70,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/14/1997,Florida,Miami Dade,,,,,,,,,,,,,,,1.72,,79,0,0,89,,91,70,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/15/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.09,,79,0,0,88,,90,72,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/16/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.08,,80,0,0,86,,89,73,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/17/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.2,,79,0,0,84,,89,73,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/18/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,78,0,0,87,,90,74,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/19/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.2,,79,0,0,86,,90,71,76,,,,,,,,,,,,,,1,,,,,,,,,,,
USC00087020,7/20/1997,Florida,Miami Dade,,,,,,,,,,,,,,,2.1,,79,0,0,88,,91,71,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/21/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.26,,78,0,0,87,,90,72,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/22/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.08,,78,0,0,90,,90,74,78,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/23/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.1,,82,0,0,90,,90,76,80,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/24/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.01,,81,0,0,91,,90,75,79,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/25/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,86,0,0,96,,91,70,80,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/26/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,81,0,0,92,,91,73,77,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/27/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.36,,82,0,0,89,,89,73,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/28/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,83,0,0,91,,90,75,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/29/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,82,0,0,91,,91,74,78,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/30/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,83,0,0,89,,91,73,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,7/31/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,83,0,0,91,,91,73,79,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/1/1997,Florida,Miami Dade,,,,,,,,,,,,,,,1.21,,81,0,0,89,,93,71,76,,,,,,,,,,,,,,1,,,,,,,,,,,
USC00087020,8/2/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.22,,80,0,0,85,,91,72,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/3/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,80,0,0,89,,92,73,77,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/4/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,81,0,0,89,,92,70,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/5/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.13,,80,0,0,90,,92,72,75,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/6/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,81,0,0,87,,92,73,77,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/7/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.25,,80,0,0,86,,90,73,74,,,,,,,,,,,,,,1,,,,,,,,1,,,
USC00087020,8/8/1997,Florida,Miami Dade,,,,,,,,,,,,,,,1.68,,79,0,0,86,,92,71,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/9/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.19,,78,0,0,86,,92,73,77,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/10/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.78,,79,0,0,82,,89,73,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/11/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.4,,79,0,0,88,,87,73,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/12/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.82,,79,0,0,87,,91,74,77,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/13/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.36,,81,0,0,91,,91,73,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/14/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,81,0,0,91,,91,72,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/15/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,82,0,0,92,,92,73,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/16/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,81,0,0,88,,91,74,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/17/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,81,0,0,90,,92,76,80,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/18/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,83,0,0,95,,92,76,79,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/19/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,84,0,0,96,,93,74,77,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/20/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,84,0,0,97,,93,75,78,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/21/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.4,,82,0,0,91,,93,76,77,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/22/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.07,,81,0,0,89,,91,73,77,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/23/1997,Florida,Miami Dade,,,,,,,,,,,,,,,1.84,,80,0,0,89,,91,73,78,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/24/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.07,,79,0,0,86,,89,72,73,,,,,,,,,,,,,,1,,,,,,,,,,,
USC00087020,8/25/1997,Florida,Miami Dade,,,,,,,,,,,,,,,1.8,,78,0,0,87,,91,72,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/26/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,79,0,0,91,,91,71,73,,,,,,,,,,,,,,1,,,,,,,,,,,
USC00087020,8/27/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.6,,79,0,0,87,,92,72,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/28/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,78,0,0,87,,89,73,77,,,,,,,,,,,,,,1,,,,,,,,,,,
USC00087020,8/29/1997,Florida,Miami Dade,,,,,,,,,,,,,,,1.19,,79,0,0,89,,90,72,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/30/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,78,0,0,86,,89,74,76,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,8/31/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.12,,79,0,0,86,,88,72,75,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,9/1/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.36,,78,0,0,83,,87,72,74,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,9/2/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0.1,,78,0,0,85,,88,72,75,,,,,,,,,,,,,,,,,,,,,,,,,
USC00087020,9/3/1997,Florida,Miami Dade,,,,,,,,,,,,,,,0,,78,0,0,85,,87,73,74,,,,,,,,,,,,,,,,,,,,,,,,,
